日期,SKU编号,商品名称,销量,单价,销售额,活动标记
2025-10-07,C001,化妆棉200片,11,19.0,209.0,日常
2025-10-07,C002,唇膜5g,8,45.0,360.0,日常
2025-10-07,C003,指甲油12ml,5,29.0,145.0,日常
2025-10-07,C004,发膜200ml,4,55.0,220.0,日常
2025-10-07,C005,沐浴球,3,15.0,45.0,日常
2025-10-08,A001,爆款玻尿酸面膜,304,89.0,27056.0,日常
2025-10-08,A002,美白精华液30ml,102,199.0,20298.0,日常
2025-10-08,A003,氨基酸洁面乳120g,104,69.0,7176.0,日常
2025-10-08,A004,烟酰胺原液15ml,85,149.0,12665.0,日常
2025-10-08,A005,防晒霜SPF50+ 50ml,74,129.0,9546.0,日常
2025-10-08,B001,补水面膜10片装,48,59.0,2832.0,日常
2025-10-08,B002,眼霜15ml,27,169.0,4563.0,日常
2025-10-08,B003,身体乳250ml,28,79.0,2212.0,日常
2025-10-08,B004,卸妆水500ml,19,49.0,931.0,日常
2025-10-08,B005,护手霜50g,22,35.0,770.0,日常
2025-10-08,C001,化妆棉200片,12,19.0,228.0,日常
2025-10-08,C002,唇膜5g,9,45.0,405.0,日常
2025-10-08,C003,指甲油12ml,5,29.0,145.0,日常
2025-10-08,C004,发膜200ml,3,55.0,165.0,日常
2025-10-08,C005,沐浴球,3,15.0,45.0,日常
2025-10-09,A001,爆款玻尿酸面膜,230,89.0,20470.0,日常
2025-10-09,A002,美白精华液30ml,90,199.0,17910.0,日常
2025-10-09,A003,氨基酸洁面乳120g,106,69.0,7314.0,日常
2025-10-09,A004,烟酰胺原液15ml,98,149.0,14602.0,日常
2025-10-09,A005,防晒霜SPF50+ 50ml,73,129.0,9417.0,日常
2025-10-09,B001,补水面膜10片装,44,59.0,2596.0,日常
2025-10-09,B002,眼霜15ml,35,169.0,5915.0,日常
2025-10-09,B003,身体乳250ml,27,79.0,2133.0,日常
2025-10-09,B004,卸妆水500ml,18,49.0,882.0,日常
2025-10-09,B005,护手霜50g,19,35.0,665.0,日常
2025-10-09,C001,化妆棉200片,10,19.0,190.0,日常
2025-10-09,C002,唇膜5g,7,45.0,315.0,日常
2025-10-09,C003,指甲油12ml,4,29.0,116.0,日常
2025-10-09,C004,发膜200ml,3,55.0,165.0,日常
2025-10-09,C005,沐浴球,2,15.0,30.0,日常
2025-10-10,A001,爆款玻尿酸面膜,302,89.0,26878.0,日常
2025-10-10,A002,美白精华液30ml,106,199.0,21094.0,日常
2025-10-10,A003,氨基酸洁面乳120g,90,69.0,6210.0,日常
2025-10-10,A004,烟酰胺原液15ml,75,149.0,11175.0,日常
2025-10-10,A005,防晒霜SPF50+ 50ml,80,129.0,10320.0,日常
2025-10-10,B001,补水面膜10片装,45,59.0,2655.0,日常
2025-10-10,B002,眼霜15ml,31,169.0,5239.0,日常
2025-10-10,B003,身体乳250ml,25,79.0,1975.0,日常
2025-10-10,B004,卸妆水500ml,17,49.0,833.0,日常
2025-10-10,B005,护手霜50g,15,35.0,525.0,日常
2025-10-10,C001,化妆棉200片,13,19.0,247.0,日常
2025-10-10,C002,唇膜5g,8,45.0,360.0,日常
2025-10-10,C003,指甲油12ml,5,29.0,145.0,日常
2025-10-10,C004,发膜200ml,2,55.0,110.0,日常
2025-10-10,C005,沐浴球,3,15.0,45.0,日常
2025-10-11,A001,爆款玻尿酸面膜,285,89.0,25365.0,日常
2025-10-11,A002,美白精华液30ml,178,199.0,35422.0,日常
2025-10-11,A003,氨基酸洁面乳120g,104,69.0,7176.0,日常
2025-10-11,A004,烟酰胺原液15ml,100,149.0,14900.0,日常
2025-10-11,A005,防晒霜SPF50+ 50ml,90,129.0,11610.0,日常
2025-10-11,B001,补水面膜10片装,46,59.0,2714.0,日常
2025-10-11,B002,眼霜15ml,37,169.0,6253.0,日常
2025-10-11,B003,身体乳250ml,27,79.0,2133.0,日常
2025-10-11,B004,卸妆水500ml,26,49.0,1274.0,日常
2025-10-11,B005,护手霜50g,22,35.0,770.0,日常
2025-10-11,C001,化妆棉200片,15,19.0,285.0,日常
2025-10-11,C002,唇膜5g,8,45.0,360.0,日常
2025-10-11,C003,指甲油12ml,5,29.0,145.0,日常
2025-10-11,C004,发膜200ml,5,55.0,275.0,日常
2025-10-11,C005,沐浴球,2,15.0,30.0,日常
2025-10-12,A001,爆款玻尿酸面膜,283,89.0,25187.0,日常
2025-10-12,A002,美白精华液30ml,157,199.0,31243.0,日常
2025-10-12,A003,氨基酸洁面乳120g,94,69.0,6486.0,日常
2025-10-12,A004,烟酰胺原液15ml,115,149.0,17135.0,日常
2025-10-12,A005,防晒霜SPF50+ 50ml,77,129.0,9933.0,日常
2025-10-12,B001,补水面膜10片装,54,59.0,3186.0,日常
2025-10-12,B002,眼霜15ml,29,169.0,4901.0,日常
2025-10-12,B003,身体乳250ml,31,79.0,2449.0,日常
2025-10-12,B004,卸妆水500ml,24,49.0,1176.0,日常
2025-10-12,B005,护手霜50g,22,35.0,770.0,日常
2025-10-12,C001,化妆棉200片,16,19.0,304.0,日常
2025-10-12,C002,唇膜5g,10,45.0,450.0,日常
2025-10-12,C003,指甲油12ml,6,29.0,174.0,日常
2025-10-12,C004,发膜200ml,4,55.0,220.0,日常
2025-10-12,C005,沐浴球,4,15.0,60.0,日常
2025-10-13,A001,爆款玻尿酸面膜,223,89.0,19847.0,日常
2025-10-13,A002,美白精华液30ml,116,199.0,23084.0,日常
2025-10-13,A003,氨基酸洁面乳120g,104,69.0,7176.0,日常
2025-10-13,A004,烟酰胺原液15ml,91,149.0,13559.0,日常
2025-10-13,A005,防晒霜SPF50+ 50ml,86,129.0,11094.0,日常
2025-10-13,B001,补水面膜10片装,45,59.0,2655.0,日常
2025-10-13,B002,眼霜15ml,23,169.0,3887.0,日常
2025-10-13,B003,身体乳250ml,24,79.0,1896.0,日常
2025-10-13,B004,卸妆水500ml,20,49.0,980.0,日常
2025-10-13,B005,护手霜50g,16,35.0,560.0,日常
2025-10-13,C001,化妆棉200片,14,19.0,266.0,日常
2025-10-13,C002,唇膜5g,8,45.0,360.0,日常
2025-10-13,C003,指甲油12ml,4,29.0,116.0,日常
2025-10-13,C004,发膜200ml,4,55.0,220.0,日常
2025-10-13,C005,沐浴球,2,15.0,30.0,日常
2025-10-14,A001,爆款玻尿酸面膜,318,89.0,28302.0,日常
2025-10-14,A002,美白精华液30ml,127,199.0,25273.0,日常
2025-10-14,A003,氨基酸洁面乳120g,80,69.0,5520.0,日常
2025-10-14,A004,烟酰胺原液15ml,98,149.0,14602.0,日常
2025-10-14,A005,防晒霜SPF50+ 50ml,93,129.0,11997.0,日常
2025-10-14,B001,补水面膜10片装,34,59.0,2006.0,日常
2025-10-14,B002,眼霜15ml,33,169.0,5577.0,日常
2025-10-14,B003,身体乳250ml,27,79.0,2133.0,日常
2025-10-14,B004,卸妆水500ml,20,49.0,980.0,日常
2025-10-14,B005,护手霜50g,18,35.0,630.0,日常
2025-10-14,C001,化妆棉200片,13,19.0,247.0,日常
2025-10-14,C002,唇膜5g,7,45.0,315.0,日常
2025-10-14,C003,指甲油12ml,6,29.0,174.0,日常
2025-10-14,C004,发膜200ml,3,55.0,165.0,日常
2025-10-14,C005,沐浴球,4,15.0,60.0,日常
2025-10-15,A001,爆款玻尿酸面膜,312,89.0,27768.0,日常
2025-10-15,A002,美白精华液30ml,105,199.0,20895.0,日常
2025-10-15,A003,氨基酸洁面乳120g,96,69.0,6624.0,日常
2025-10-15,A004,烟酰胺原液15ml,102,149.0,15198.0,日常
2025-10-15,A005,防晒霜SPF50+ 50ml,68,129.0,8772.0,日常
2025-10-15,B001,补水面膜10片装,44,59.0,2596.0,日常
2025-10-15,B002,眼霜15ml,28,169.0,4732.0,日常
2025-10-15,B003,身体乳250ml,29,79.0,2291.0,日常
2025-10-15,B004,卸妆水500ml,18,49.0,882.0,日常
2025-10-15,B005,护手霜50g,17,35.0,595.0,日常
2025-10-15,C001,化妆棉200片,13,19.0,247.0,日常
2025-10-15,C002,唇膜5g,8,45.0,360.0,日常
2025-10-15,C003,指甲油12ml,4,29.0,116.0,日常
2025-10-15,C004,发膜200ml,3,55.0,165.0,日常
2025-10-15,C005,沐浴球,2,15.0,30.0,日常
2025-10-16,A001,爆款玻尿酸面膜,227,89.0,20203.0,日常
2025-10-16,A002,美白精华液30ml,97,199.0,19303.0,日常
2025-10-16,A003,氨基酸洁面乳120g,88,69.0,6072.0,日常
2025-10-16,A004,烟酰胺原液15ml,90,149.0,13410.0,日常
2025-10-16,A005,防晒霜SPF50+ 50ml,73,129.0,9417.0,日常
2025-10-16,B001,补水面膜10片装,41,59.0,2419.0,日常
2025-10-16,B002,眼霜15ml,26,169.0,4394.0,日常
2025-10-16,B003,身体乳250ml,22,79.0,1738.0,日常
2025-10-16,B004,卸妆水500ml,16,49.0,784.0,日常
2025-10-16,B005,护手霜50g,15,35.0,525.0,日常
2025-10-16,C001,化妆棉200片,13,19.0,247.0,日常
2025-10-16,C002,唇膜5g,6,45.0,270.0,日常
2025-10-16,C003,指甲油12ml,5,29.0,145.0,日常
2025-10-16,C004,发膜200ml,4,55.0,220.0,日常
2025-10-16,C005,沐浴球,4,15.0,60.0,日常
2025-10-17,A001,爆款玻尿酸面膜,207,89.0,18423.0,日常
2025-10-17,A002,美白精华液30ml,125,199.0,24875.0,日常
2025-10-17,A003,氨基酸洁面乳120g,92,69.0,6348.0,日常
2025-10-17,A004,烟酰胺原液15ml,79,149.0,11771.0,日常
2025-10-17,A005,防晒霜SPF50+ 50ml,75,129.0,9675.0,日常
2025-10-17,B001,补水面膜10片装,46,59.0,2714.0,日常
2025-10-17,B002,眼霜15ml,26,169.0,4394.0,日常
2025-10-17,B003,身体乳250ml,27,79.0,2133.0,日常
2025-10-17,B004,卸妆水500ml,20,49.0,980.0,日常
2025-10-17,B005,护手霜50g,20,35.0,700.0,日常
2025-10-17,C001,化妆棉200片,11,19.0,209.0,日常
2025-10-17,C002,唇膜5g,9,45.0,405.0,日常
2025-10-17,C003,指甲油12ml,5,29.0,145.0,日常
2025-10-17,C004,发膜200ml,3,55.0,165.0,日常
2025-10-17,C005,沐浴球,3,15.0,45.0,日常
2025-10-18,A001,爆款玻尿酸面膜,301,89.0,26789.0,日常
2025-10-18,A002,美白精华液30ml,126,199.0,25074.0,日常
2025-10-18,A003,氨基酸洁面乳120g,123,69.0,8487.0,日常
2025-10-18,A004,烟酰胺原液15ml,94,149.0,14006.0,日常
2025-10-18,A005,防晒霜SPF50+ 50ml,93,129.0,11997.0,日常
2025-10-18,B001,补水面膜10片装,51,59.0,3009.0,日常
2025-10-18,B002,眼霜15ml,37,169.0,6253.0,日常
2025-10-18,B003,身体乳250ml,31,79.0,2449.0,日常
2025-10-18,B004,卸妆水500ml,24,49.0,1176.0,日常
2025-10-18,B005,护手霜50g,17,35.0,595.0,日常
2025-10-18,C001,化妆棉200片,15,19.0,285.0,日常
2025-10-18,C002,唇膜5g,9,45.0,405.0,日常
2025-10-18,C003,指甲油12ml,7,29.0,203.0,日常
2025-10-18,C004,发膜200ml,5,55.0,275.0,日常
2025-10-18,C005,沐浴球,4,15.0,60.0,日常
2025-10-19,A001,爆款玻尿酸面膜,276,89.0,24564.0,日常
2025-10-19,A002,美白精华液30ml,134,199.0,26666.0,日常
2025-10-19,A003,氨基酸洁面乳120g,112,69.0,7728.0,日常
2025-10-19,A004,烟酰胺原液15ml,86,149.0,12814.0,日常
2025-10-19,A005,防晒霜SPF50+ 50ml,72,129.0,9288.0,日常
2025-10-19,B001,补水面膜10片装,51,59.0,3009.0,日常
2025-10-19,B002,眼霜15ml,33,169.0,5577.0,日常
2025-10-19,B003,身体乳250ml,30,79.0,2370.0,日常
2025-10-19,B004,卸妆水500ml,25,49.0,1225.0,日常
2025-10-19,B005,护手霜50g,19,35.0,665.0,日常
2025-10-19,C001,化妆棉200片,15,19.0,285.0,日常
2025-10-19,C002,唇膜5g,9,45.0,405.0,日常
2025-10-19,C003,指甲油12ml,5,29.0,145.0,日常
2025-10-19,C004,发膜200ml,5,55.0,275.0,日常
2025-10-19,C005,沐浴球,2,15.0,30.0,日常
2025-10-20,A001,爆款玻尿酸面膜,267,89.0,23763.0,日常
2025-10-20,A002,美白精华液30ml,113,199.0,22487.0,日常
2025-10-20,A003,氨基酸洁面乳120g,85,69.0,5865.0,日常
2025-10-20,A004,烟酰胺原液15ml,67,149.0,9983.0,日常
2025-10-20,A005,防晒霜SPF50+ 50ml,69,129.0,8901.0,日常
2025-10-20,B001,补水面膜10片装,35,59.0,2065.0,日常
2025-10-20,B002,眼霜15ml,32,169.0,5408.0,日常
2025-10-20,B003,身体乳250ml,25,79.0,1975.0,日常
2025-10-20,B004,卸妆水500ml,15,49.0,735.0,日常
2025-10-20,B005,护手霜50g,16,35.0,560.0,日常
2025-10-20,C001,化妆棉200片,13,19.0,247.0,日常
2025-10-20,C002,唇膜5g,7,45.0,315.0,日常
2025-10-20,C003,指甲油12ml,5,29.0,145.0,日常
2025-10-20,C004,发膜200ml,4,55.0,220.0,日常
2025-10-20,C005,沐浴球,3,15.0,45.0,日常
2025-10-21,A001,爆款玻尿酸面膜,211,89.0,18779.0,日常
2025-10-21,A002,美白精华液30ml,122,199.0,24278.0,日常
2025-10-21,A003,氨基酸洁面乳120g,90,69.0,6210.0,日常
2025-10-21,A004,烟酰胺原液15ml,118,149.0,17582.0,日常
2025-10-21,A005,防晒霜SPF50+ 50ml,71,129.0,9159.0,日常
2025-10-21,B001,补水面膜10片装,43,59.0,2537.0,日常
2025-10-21,B002,眼霜15ml,33,169.0,5577.0,日常
2025-10-21,B003,身体乳250ml,25,79.0,1975.0,日常
2025-10-21,B004,卸妆水500ml,20,49.0,980.0,日常
2025-10-21,B005,护手霜50g,15,35.0,525.0,日常
2025-10-21,C001,化妆棉200片,14,19.0,266.0,日常
2025-10-21,C002,唇膜5g,7,45.0,315.0,日常
2025-10-21,C003,指甲油12ml,5,29.0,145.0,日常
2025-10-21,C004,发膜200ml,5,55.0,275.0,日常
2025-10-21,C005,沐浴球,3,15.0,45.0,日常
2025-10-22,A001,爆款玻尿酸面膜,265,89.0,23585.0,日常
2025-10-22,A002,美白精华液30ml,131,199.0,26069.0,日常
2025-10-22,A003,氨基酸洁面乳120g,104,69.0,7176.0,日常
2025-10-22,A004,烟酰胺原液15ml,76,149.0,11324.0,日常
2025-10-22,A005,防晒霜SPF50+ 50ml,74,129.0,9546.0,日常
2025-10-22,B001,补水面膜10片装,40,59.0,2360.0,日常
2025-10-22,B002,眼霜15ml,27,169.0,4563.0,日常
2025-10-22,B003,身体乳250ml,23,79.0,1817.0,日常
2025-10-22,B004,卸妆水500ml,22,49.0,1078.0,日常
2025-10-22,B005,护手霜50g,20,35.0,700.0,日常
2025-10-22,C001,化妆棉200片,16,19.0,304.0,日常
2025-10-22,C002,唇膜5g,8,45.0,360.0,日常
2025-10-22,C003,指甲油12ml,4,29.0,116.0,日常
2025-10-22,C004,发膜200ml,4,55.0,220.0,日常
2025-10-22,C005,沐浴球,3,15.0,45.0,日常
2025-10-23,A001,爆款玻尿酸面膜,216,89.0,19224.0,日常
2025-10-23,A002,美白精华液30ml,118,199.0,23482.0,日常
2025-10-23,A003,氨基酸洁面乳120g,90,69.0,6210.0,日常
2025-10-23,A004,烟酰胺原液15ml,105,149.0,15645.0,日常
2025-10-23,A005,防晒霜SPF50+ 50ml,64,129.0,8256.0,日常
2025-10-23,B001,补水面膜10片装,51,59.0,3009.0,日常
2025-10-23,B002,眼霜15ml,34,169.0,5746.0,日常
2025-10-23,B003,身体乳250ml,25,79.0,1975.0,日常
2025-10-23,B004,卸妆水500ml,20,49.0,980.0,日常
2025-10-23,B005,护手霜50g,14,35.0,490.0,日常
2025-10-23,C001,化妆棉200片,12,19.0,228.0,日常
2025-10-23,C002,唇膜5g,8,45.0,360.0,日常
2025-10-23,C003,指甲油12ml,3,29.0,87.0,日常
2025-10-23,C004,发膜200ml,4,55.0,220.0,日常
2025-10-23,C005,沐浴球,3,15.0,45.0,日常
2025-10-24,A001,爆款玻尿酸面膜,211,89.0,18779.0,日常
2025-10-24,A002,美白精华液30ml,102,199.0,20298.0,日常
2025-10-24,A003,氨基酸洁面乳120g,87,69.0,6003.0,日常
2025-10-24,A004,烟酰胺原液15ml,81,149.0,12069.0,日常
2025-10-24,A005,防晒霜SPF50+ 50ml,70,129.0,9030.0,日常
2025-10-24,B001,补水面膜10片装,40,59.0,2360.0,日常
2025-10-24,B002,眼霜15ml,26,169.0,4394.0,日常
2025-10-24,B003,身体乳250ml,26,79.0,2054.0,日常
2025-10-24,B004,卸妆水500ml,18,49.0,882.0,日常
2025-10-24,B005,护手霜50g,17,35.0,595.0,日常
2025-10-24,C001,化妆棉200片,12,19.0,228.0,日常
2025-10-24,C002,唇膜5g,8,45.0,360.0,日常
2025-10-24,C003,指甲油12ml,5,29.0,145.0,日常
2025-10-24,C004,发膜200ml,4,55.0,220.0,日常
2025-10-24,C005,沐浴球,3,15.0,45.0,日常
2025-10-25,A001,爆款玻尿酸面膜,337,89.0,29993.0,日常
2025-10-25,A002,美白精华液30ml,162,199.0,32238.0,日常
2025-10-25,A003,氨基酸洁面乳120g,91,69.0,6279.0,日常
2025-10-25,A004,烟酰胺原液15ml,111,149.0,16539.0,日常
2025-10-25,A005,防晒霜SPF50+ 50ml,101,129.0,13029.0,日常
2025-10-25,B001,补水面膜10片装,46,59.0,2714.0,日常
2025-10-25,B002,眼霜15ml,34,169.0,5746.0,日常
2025-10-25,B003,身体乳250ml,28,79.0,2212.0,日常
2025-10-25,B004,卸妆水500ml,23,49.0,1127.0,日常
2025-10-25,B005,护手霜50g,21,35.0,735.0,日常
2025-10-25,C001,化妆棉200片,13,19.0,247.0,日常
2025-10-25,C002,唇膜5g,10,45.0,450.0,日常
2025-10-25,C003,指甲油12ml,5,29.0,145.0,日常
2025-10-25,C004,发膜200ml,5,55.0,275.0,日常
2025-10-25,C005,沐浴球,4,15.0,60.0,日常
2025-10-26,A001,爆款玻尿酸面膜,376,89.0,33464.0,日常
2025-10-26,A002,美白精华液30ml,133,199.0,26467.0,日常
2025-10-26,A003,氨基酸洁面乳120g,121,69.0,8349.0,日常
2025-10-26,A004,烟酰胺原液15ml,103,149.0,15347.0,日常
2025-10-26,A005,防晒霜SPF50+ 50ml,68,129.0,8772.0,日常
2025-10-26,B001,补水面膜10片装,46,59.0,2714.0,日常
2025-10-26,B002,眼霜15ml,29,169.0,4901.0,日常
2025-10-26,B003,身体乳250ml,27,79.0,2133.0,日常
2025-10-26,B004,卸妆水500ml,21,49.0,1029.0,日常
2025-10-26,B005,护手霜50g,20,35.0,700.0,日常
2025-10-26,C001,化妆棉200片,16,19.0,304.0,日常
2025-10-26,C002,唇膜5g,9,45.0,405.0,日常
2025-10-26,C003,指甲油12ml,7,29.0,203.0,日常
2025-10-26,C004,发膜200ml,4,55.0,220.0,日常
2025-10-26,C005,沐浴球,4,15.0,60.0,日常
2025-10-27,A001,爆款玻尿酸面膜,278,89.0,24742.0,日常
2025-10-27,A002,美白精华液30ml,145,199.0,28855.0,日常
2025-10-27,A003,氨基酸洁面乳120g,92,69.0,6348.0,日常
2025-10-27,A004,烟酰胺原液15ml,96,149.0,14304.0,日常
2025-10-27,A005,防晒霜SPF50+ 50ml,87,129.0,11223.0,日常
2025-10-27,B001,补水面膜10片装,41,59.0,2419.0,日常
2025-10-27,B002,眼霜15ml,29,169.0,4901.0,日常
2025-10-27,B003,身体乳250ml,27,79.0,2133.0,日常
2025-10-27,B004,卸妆水500ml,18,49.0,882.0,日常
2025-10-27,B005,护手霜50g,15,35.0,525.0,日常
2025-10-27,C001,化妆棉200片,15,19.0,285.0,日常
2025-10-27,C002,唇膜5g,8,45.0,360.0,日常
2025-10-27,C003,指甲油12ml,6,29.0,174.0,日常
2025-10-27,C004,发膜200ml,4,55.0,220.0,日常
2025-10-27,C005,沐浴球,3,15.0,45.0,日常
2025-10-28,A001,爆款玻尿酸面膜,290,89.0,25810.0,日常
2025-10-28,A002,美白精华液30ml,120,199.0,23880.0,日常
2025-10-28,A003,氨基酸洁面乳120g,86,69.0,5934.0,日常
2025-10-28,A004,烟酰胺原液15ml,80,149.0,11920.0,日常
2025-10-28,A005,防晒霜SPF50+ 50ml,75,129.0,9675.0,日常
2025-10-28,B001,补水面膜10片装,41,59.0,2419.0,日常
2025-10-28,B002,眼霜15ml,30,169.0,5070.0,日常
2025-10-28,B003,身体乳250ml,18,79.0,1422.0,日常
2025-10-28,B004,卸妆水500ml,18,49.0,882.0,日常
2025-10-28,B005,护手霜50g,17,35.0,595.0,日常
2025-10-28,C001,化妆棉200片,11,19.0,209.0,日常
2025-10-28,C002,唇膜5g,7,45.0,315.0,日常
2025-10-28,C003,指甲油12ml,4,29.0,116.0,日常
2025-10-28,C004,发膜200ml,4,55.0,220.0,日常
2025-10-28,C005,沐浴球,3,15.0,45.0,日常
2025-10-29,A001,爆款玻尿酸面膜,221,89.0,19669.0,日常
2025-10-29,A002,美白精华液30ml,119,199.0,23681.0,日常
2025-10-29,A003,氨基酸洁面乳120g,107,69.0,7383.0,日常
2025-10-29,A004,烟酰胺原液15ml,91,149.0,13559.0,日常
2025-10-29,A005,防晒霜SPF50+ 50ml,72,129.0,9288.0,日常
2025-10-29,B001,补水面膜10片装,43,59.0,2537.0,日常
2025-10-29,B002,眼霜15ml,29,169.0,4901.0,日常
2025-10-29,B003,身体乳250ml,25,79.0,1975.0,日常
2025-10-29,B004,卸妆水500ml,14,49.0,686.0,日常
2025-10-29,B005,护手霜50g,15,35.0,525.0,日常
2025-10-29,C001,化妆棉200片,9,19.0,171.0,日常
2025-10-29,C002,唇膜5g,9,45.0,405.0,日常
2025-10-29,C003,指甲油12ml,5,29.0,145.0,日常
2025-10-29,C004,发膜200ml,4,55.0,220.0,日常
2025-10-29,C005,沐浴球,3,15.0,45.0,日常
2025-10-30,A001,爆款玻尿酸面膜,343,89.0,30527.0,日常
2025-10-30,A002,美白精华液30ml,114,199.0,22686.0,日常
2025-10-30,A003,氨基酸洁面乳120g,111,69.0,7659.0,日常
2025-10-30,A004,烟酰胺原液15ml,91,149.0,13559.0,日常
2025-10-30,A005,防晒霜SPF50+ 50ml,71,129.0,9159.0,日常
2025-10-30,B001,补水面膜10片装,39,59.0,2301.0,日常
2025-10-30,B002,眼霜15ml,27,169.0,4563.0,日常
2025-10-30,B003,身体乳250ml,24,79.0,1896.0,日常
2025-10-30,B004,卸妆水500ml,14,49.0,686.0,日常
2025-10-30,B005,护手霜50g,18,35.0,630.0,日常
2025-10-30,C001,化妆棉200片,12,19.0,228.0,日常
2025-10-30,C002,唇膜5g,8,45.0,360.0,日常
2025-10-30,C003,指甲油12ml,4,29.0,116.0,日常
2025-10-30,C004,发膜200ml,5,55.0,275.0,日常
2025-10-30,C005,沐浴球,2,15.0,30.0,日常
2025-10-31,A001,爆款玻尿酸面膜,236,89.0,21004.0,日常
2025-10-31,A002,美白精华液30ml,133,199.0,26467.0,日常
2025-10-31,A003,氨基酸洁面乳120g,123,69.0,8487.0,日常
2025-10-31,A004,烟酰胺原液15ml,77,149.0,11473.0,日常
2025-10-31,A005,防晒霜SPF50+ 50ml,89,129.0,11481.0,日常
2025-10-31,B001,补水面膜10片装,40,59.0,2360.0,日常
2025-10-31,B002,眼霜15ml,34,169.0,5746.0,日常
2025-10-31,B003,身体乳250ml,26,79.0,2054.0,日常
2025-10-31,B004,卸妆水500ml,24,49.0,1176.0,日常
2025-10-31,B005,护手霜50g,21,35.0,735.0,日常
2025-10-31,C001,化妆棉200片,11,19.0,209.0,日常
2025-10-31,C002,唇膜5g,10,45.0,450.0,日常
2025-10-31,C003,指甲油12ml,4,29.0,116.0,日常
2025-10-31,C004,发膜200ml,4,55.0,220.0,日常
2025-10-31,C005,沐浴球,3,15.0,45.0,日常
2025-11-01,A001,爆款玻尿酸面膜,1158,75.6,87544.8,双11
2025-11-01,A002,美白精华液30ml,522,169.2,88322.4,双11
2025-11-01,A003,氨基酸洁面乳120g,449,58.6,26311.4,双11
2025-11-01,A004,烟酰胺原液15ml,422,126.6,53425.2,双11
2025-11-01,A005,防晒霜SPF50+ 50ml,140,109.6,15344.0,双11
2025-11-01,B001,补水面膜10片装,160,50.1,8016.0,双11
2025-11-01,B002,眼霜15ml,117,143.7,16812.9,双11
2025-11-01,B003,身体乳250ml,107,67.1,7179.7,双11
2025-11-01,B004,卸妆水500ml,89,41.6,3702.4,双11
2025-11-01,B005,护手霜50g,138,29.8,4112.4,双11
2025-11-01,C001,化妆棉200片,29,16.1,466.9,双11
2025-11-01,C002,唇膜5g,22,38.2,840.4,双11
2025-11-01,C003,指甲油12ml,13,24.6,319.8,双11
2025-11-01,C004,发膜200ml,13,46.8,608.4,双11
2025-11-01,C005,沐浴球,6,12.8,76.8,双11
2025-11-02,A001,爆款玻尿酸面膜,1355,75.6,102438.0,双11
2025-11-02,A002,美白精华液30ml,494,169.2,83584.8,双11
2025-11-02,A003,氨基酸洁面乳120g,510,58.6,29886.0,双11
2025-11-02,A004,烟酰胺原液15ml,438,126.6,55450.8,双11
2025-11-02,A005,防晒霜SPF50+ 50ml,137,109.6,15015.2,双11
2025-11-02,B001,补水面膜10片装,187,50.1,9368.7,双11
2025-11-02,B002,眼霜15ml,110,143.7,15807.0,双11
2025-11-02,B003,身体乳250ml,107,67.1,7179.7,双11
2025-11-02,B004,卸妆水500ml,75,41.6,3120.0,双11
2025-11-02,B005,护手霜50g,144,29.8,4291.2,双11
2025-11-02,C001,化妆棉200片,35,16.1,563.5,双11
2025-11-02,C002,唇膜5g,16,38.2,611.2,双11
2025-11-02,C003,指甲油12ml,13,24.6,319.8,双11
2025-11-02,C004,发膜200ml,14,46.8,655.2,双11
2025-11-02,C005,沐浴球,10,12.8,128.0,双11
2025-11-03,A001,爆款玻尿酸面膜,1119,75.6,84596.4,双11
2025-11-03,A002,美白精华液30ml,485,169.2,82062.0,双11
2025-11-03,A003,氨基酸洁面乳120g,369,58.6,21623.4,双11
2025-11-03,A004,烟酰胺原液15ml,375,126.6,47475.0,双11
2025-11-03,A005,防晒霜SPF50+ 50ml,124,109.6,13590.4,双11
2025-11-03,B001,补水面膜10片装,135,50.1,6763.5,双11
2025-11-03,B002,眼霜15ml,107,143.7,15375.9,双11
2025-11-03,B003,身体乳250ml,99,67.1,6642.9,双11
2025-11-03,B004,卸妆水500ml,58,41.6,2412.8,双11
2025-11-03,B005,护手霜50g,112,29.8,3337.6,双11
2025-11-03,C001,化妆棉200片,32,16.1,515.2,双11
2025-11-03,C002,唇膜5g,21,38.2,802.2,双11
2025-11-03,C003,指甲油12ml,11,24.6,270.6,双11
2025-11-03,C004,发膜200ml,9,46.8,421.2,双11
2025-11-03,C005,沐浴球,7,12.8,89.6,双11
2025-11-04,A001,爆款玻尿酸面膜,1156,75.6,87393.6,双11
2025-11-04,A002,美白精华液30ml,518,169.2,87645.6,双11
2025-11-04,A003,氨基酸洁面乳120g,384,58.6,22502.4,双11
2025-11-04,A004,烟酰胺原液15ml,292,126.6,36967.2,双11
2025-11-04,A005,防晒霜SPF50+ 50ml,101,109.6,11069.6,双11
2025-11-04,B001,补水面膜10片装,165,50.1,8266.5,双11
2025-11-04,B002,眼霜15ml,85,143.7,12214.5,双11
2025-11-04,B003,身体乳250ml,88,67.1,5904.8,双11
2025-11-04,B004,卸妆水500ml,63,41.6,2620.8,双11
2025-11-04,B005,护手霜50g,107,29.8,3188.6,双11
2025-11-04,C001,化妆棉200片,30,16.1,483.0,双11
2025-11-04,C002,唇膜5g,23,38.2,878.6,双11
2025-11-04,C003,指甲油12ml,12,24.6,295.2,双11
2025-11-04,C004,发膜200ml,10,46.8,468.0,双11
